證券代碼	年月日	當日均價(元)	當日成交量
006208 富邦台50	20200407	44.7916	1173.72
006208 富邦台50	20200408	45.2847	855.867
0050 元大台灣50	20200408	79.1757	15230.7
0050 元大台灣50	20200409	79.4125	15650.1
006208 富邦台50	20200409	45.4651	941.963
006208 富邦台50	20200410	45.3057	506.616
0050 元大台灣50	20200410	79.092	5824.78
006208 富邦台50	20200413	45.2215	839.911
0050 元大台灣50	20200413	78.9803	7430.91
006208 富邦台50	20200414	45.967	932.619
0050 元大台灣50	20200414	80.3678	13121.8
0050 元大台灣50	20200415	81.2621	17361.1
006208 富邦台50	20200415	46.5067	863.048
0050 元大台灣50	20200416	80.7028	12409.5
006208 富邦台50	20200416	46.3622	1061.9
0050 元大台灣50	20200417	83.3834	34532
006208 富邦台50	20200417	47.6854	772.772
0050 元大台灣50	20200420	83.099	12336.4
006208 富邦台50	20200420	47.5365	666.075
006208 富邦台50	20200421	46.5786	1439.97
0050 元大台灣50	20200421	81.2195	21082.5
0050 元大台灣50	20200422	79.992	10896.2
006208 富邦台50	20200422	45.8452	758.461
0050 元大台灣50	20200423	81.1322	13298.9
006208 富邦台50	20200423	46.3607	984.708
006208 富邦台50	20200424	46.3722	1360.11
0050 元大台灣50	20200424	80.8369	5764.75
0050 元大台灣50	20200427	82.2186	13917.7
006208 富邦台50	20200427	47.1011	1073.52
0050 元大台灣50	20200428	82.3672	7556.66
006208 富邦台50	20200428	47.1358	869.51
0050 元大台灣50	20200429	83.5894	11874.1
006208 富邦台50	20200429	47.8801	969.356
0050 元大台灣50	20200430	85.0363	18785.2
006208 富邦台50	20200430	48.6883	1461.25
0050 元大台灣50	20200504	82.8462	15648.4
006208 富邦台50	20200504	47.591	2021.64
006208 富邦台50	20200505	47.8014	1180.56
0050 元大台灣50	20200505	83.4135	7810.64
0050 元大台灣50	20200506	83.2252	6142.59
006208 富邦台50	20200506	47.7441	2296.34
006208 富邦台50	20200507	47.9537	1317.38
0050 元大台灣50	20200507	83.8162	6140.99
0050 元大台灣50	20200508	84.3521	6034.01
006208 富邦台50	20200508	48.257	1069.67
006208 富邦台50	20200511	48.7805	1533.8
0050 元大台灣50	20200511	85.1272	6655.42
0050 元大台灣50	20200512	84.0691	11549.4
006208 富邦台50	20200512	48.1555	1613.63
006208 富邦台50	20200513	48.1188	897.462
0050 元大台灣50	20200513	83.989	4967.17
0050 元大台灣50	20200514	83.4847	8743.27
006208 富邦台50	20200514	47.8725	1068.51
0050 元大台灣50	20200515	83.7361	6190.78
006208 富邦台50	20200515	47.9227	772.084
0050 元大台灣50	20200518	83.1042	8271.7
006208 富邦台50	20200518	47.6001	1638.16
0050 元大台灣50	20200519	83.9766	5477.77
006208 富邦台50	20200519	47.9338	585.7
0050 元大台灣50	20200520	83.9789	9894.14
006208 富邦台50	20200520	47.985	716.166
006208 富邦台50	20200521	48.3017	865.606
0050 元大台灣50	20200521	84.4536	7568.05
0050 元大台灣50	20200522	83.1867	13354.1
006208 富邦台50	20200522	47.6529	1683.34
0050 元大台灣50	20200525	82.8507	5250.54
006208 富邦台50	20200525	47.4916	802.439
0050 元大台灣50	20200526	84.4505	15454.9
006208 富邦台50	20200526	48.3648	1518.72
0050 元大台灣50	20200527	84.4712	4589.77
006208 富邦台50	20200527	48.349	830.077
0050 元大台灣50	20200528	84.29	7476.91
006208 富邦台50	20200528	48.114	947.979
006208 富邦台50	20200529	47.8619	913.418
0050 元大台灣50	20200529	83.5473	5320.69
0050 元大台灣50	20200601	84.8718	8365.32
006208 富邦台50	20200601	48.5688	911.578
0050 元大台灣50	20200602	85.3655	11947.1
006208 富邦台50	20200602	48.8718	720.015
006208 富邦台50	20200603	49.4889	1311.77
0050 元大台灣50	20200603	86.5052	18117.2
0050 元大台灣50	20200604	87.4867	15036.6
006208 富邦台50	20200604	49.9065	2049.34
006208 富邦台50	20200605	50.2017	1395.87
0050 元大台灣50	20200605	88.0808	9916.58
0050 元大台灣50	20200608	89.3111	15549.5
006208 富邦台50	20200608	50.9573	2143.02
006208 富邦台50	20200609	51.0506	819.019
0050 元大台灣50	20200609	89.484	11356.6
006208 富邦台50	20200610	51.5327	812.374
0050 元大台灣50	20200610	90.2551	10998.9
0050 元大台灣50	20200611	89.8886	14179.2
006208 富邦台50	20200611	51.2366	1343.6
0050 元大台灣50	20200612	87.9441	21563.4
006208 富邦台50	20200612	50.1904	1295.67
0050 元大台灣50	20200615	87.6396	9573.7
006208 富邦台50	20200615	50.0634	949.566
006208 富邦台50	20200616	50.7504	1400.08
0050 元大台灣50	20200616	88.8022	10841
0050 元大台灣50	20200617	88.8613	11510.2
006208 富邦台50	20200617	50.717	793.331
006208 富邦台50	20200618	50.73	496.76
0050 元大台灣50	20200618	88.8441	5035.75
006208 富邦台50	20200619	50.8353	431.5
0050 元大台灣50	20200619	88.8926	2333.99
0050 元大台灣50	20200622	89.2095	10579.5
006208 富邦台50	20200622	50.9948	715.539
006208 富邦台50	20200623	51.1574	857.061
0050 元大台灣50	20200623	89.5308	8664.89
0050 元大台灣50	20200624	90.2228	10061.9
006208 富邦台50	20200624	51.4383	590.504
0050 元大台灣50	20200629	89.1242	9785.01
006208 富邦台50	20200629	50.952	1186.7
0050 元大台灣50	20200630	89.654	8035.14
006208 富邦台50	20200630	51.1956	734.567
0050 元大台灣50	20200701	90.6378	9979.25
006208 富邦台50	20200701	51.7233	595.103
0050 元大台灣50	20200702	91.2722	7601.47
006208 富邦台50	20200702	52.0638	579.282
0050 元大台灣50	20200703	92.4937	14983.2
006208 富邦台50	20200703	52.693	552.569
0050 元大台灣50	20200706	93.858	14469.3
006208 富邦台50	20200706	53.6367	1889.54
0050 元大台灣50	20200707	94.7119	13927.8
006208 富邦台50	20200707	54.0232	1159.43
0050 元大台灣50	20200708	95.0716	11145.4
006208 富邦台50	20200708	54.2597	917.584
0050 元大台灣50	20200709	95.5646	7241.66
006208 富邦台50	20200709	54.498	1032.21
006208 富邦台50	20200710	54.244	1084.8
0050 元大台灣50	20200710	95.1122	11502.6
006208 富邦台50	20200713	54.5223	1946.81
0050 元大台灣50	20200713	95.686	12054.5
006208 富邦台50	20200714	54.9064	994.861
0050 元大台灣50	20200714	96.0699	13480.7
0050 元大台灣50	20200715	97.4644	21315.7
006208 富邦台50	20200715	55.4173	1408.37
0050 元大台灣50	20200716	96.3876	7632.13
006208 富邦台50	20200716	54.9932	1229.66
0050 元大台灣50	20200717	97.2258	18010.5
006208 富邦台50	20200717	55.4662	774.629
006208 富邦台50	20200720	55.3658	995.534
0050 元大台灣50	20200720	96.8666	9486.41
006208 富邦台50	20200721	56.1361	1490.96
0050 元大台灣50	20200721	98.356	24741
0050 元大台灣50	20200722	98.9869	7243.89
006208 富邦台50	20200722	56.4756	970.664
006208 富邦台50	20200723	56.2385	834.926
0050 元大台灣50	20200723	98.5966	6008.97
0050 元大台灣50	20200724	99.2301	17377.6
006208 富邦台50	20200724	56.3707	2178.7
0050 元大台灣50	20200727	103.013	22874.2
006208 富邦台50	20200727	58.7283	2527.02
0050 元大台灣50	20200728	106.139	22422.8
006208 富邦台50	20200728	60.7495	2955.78
0050 元大台灣50	20200729	102.995	9636.67
006208 富邦台50	20200729	58.8202	1068.3
006208 富邦台50	20200730	59.3636	823.241
0050 元大台灣50	20200730	104.007	6587.09
0050 元大台灣50	20200731	103.855	5314.02
006208 富邦台50	20200731	59.3467	753.661
0050 元大台灣50	20200803	102.527	7258.91
006208 富邦台50	20200803	58.6633	981.81
0050 元大台灣50	20200804	102.95	4798.15
006208 富邦台50	20200804	58.9597	342.096
0050 元大台灣50	20200805	104.177	5106.38
006208 富邦台50	20200805	59.6029	876.842
0050 元大台灣50	20200806	105.442	7430.1
006208 富邦台50	20200806	60.2095	1302.87
006208 富邦台50	20200807	59.8816	817.324
0050 元大台灣50	20200807	104.783	6803.73
006208 富邦台50	20200810	60.2773	638.399
0050 元大台灣50	20200810	105.384	5905.75
0050 元大台灣50	20200811	105.172	3199.14
006208 富邦台50	20200811	60.1875	676.559
006208 富邦台50	20200812	59.2625	825.689
0050 元大台灣50	20200812	103.422	5916.72
006208 富邦台50	20200813	59.6117	812.691
0050 元大台灣50	20200813	104.392	5461.25
0050 元大台灣50	20200814	104.224	3779.95
006208 富邦台50	20200814	59.6296	740.128
0050 元大台灣50	20200817	105.133	5641.66
006208 富邦台50	20200817	60.2722	1084.08
0050 元大台灣50	20200818	105.131	3745.61
006208 富邦台50	20200818	60.1339	591.672
0050 元大台灣50	20200819	104.568	6043.31
006208 富邦台50	20200819	59.8888	614.723
0050 元大台灣50	20200820	101.238	18738.2
006208 富邦台50	20200820	58.0582	2635.09
0050 元大台灣50	20200821	102.355	8132.71
006208 富邦台50	20200821	58.6877	1289.73
006208 富邦台50	20200824	58.9987	609.418
0050 元大台灣50	20200824	103.06	3718.56
006208 富邦台50	20200825	59.3588	676.74
0050 元大台灣50	20200825	103.925	3609.81
0050 元大台灣50	20200826	104.159	2665.52
006208 富邦台50	20200826	59.6251	687.606
006208 富邦台50	20200827	59.9924	1147.4
0050 元大台灣50	20200827	105.135	5706.11
0050 元大台灣50	20200828	103.559	3913.3
006208 富邦台50	20200828	59.1683	955.604
006208 富邦台50	20200831	58.8052	985.74
0050 元大台灣50	20200831	102.974	5759.93
0050 元大台灣50	20200901	102.493	5735.64
006208 富邦台50	20200901	58.7093	713.218
0050 元大台灣50	20200902	102.951	4133.08
006208 富邦台50	20200902	58.7319	554.508
0050 元大台灣50	20200903	103.785	5129.2
006208 富邦台50	20200903	59.1679	681.249
006208 富邦台50	20200904	58.472	1178.33
0050 元大台灣50	20200904	102.26	5916.01
0050 元大台灣50	20200907	102.483	5499.66
006208 富邦台50	20200907	58.6268	1210.4
0050 元大台灣50	20200908	102.872	4504.45
006208 富邦台50	20200908	58.7686	545.548
006208 富邦台50	20200909	58.1235	917.756
0050 元大台灣50	20200909	101.595	6274.03
0050 元大台灣50	20200910	103.044	3581.34
006208 富邦台50	20200910	58.8882	632.974
0050 元大台灣50	20200911	103.115	2905.29
006208 富邦台50	20200911	58.9376	743.054
0050 元大台灣50	20200914	104.186	5753.47
006208 富邦台50	20200914	59.4694	1097.92
0050 元大台灣50	20200915	104.874	5438.77
006208 富邦台50	20200915	59.7839	390.78
006208 富邦台50	20200916	60.7501	2292.43
0050 元大台灣50	20200916	106.711	14855.3
0050 元大台灣50	20200917	105.622	8748.85
006208 富邦台50	20200917	60.1012	1178.1
0050 元大台灣50	20200918	105.339	4951.72
006208 富邦台50	20200918	60.0232	785.194
0050 元大台灣50	20200921	105.078	5709.73
006208 富邦台50	20200921	59.6584	1015.44
0050 元大台灣50	20200922	103.441	6636.06
006208 富邦台50	20200922	58.9881	1259.69
006208 富邦台50	20200923	58.6783	973.152
0050 元大台灣50	20200923	98.472	9454.1
0050 元大台灣50	20200924	100.819	15784.8
006208 富邦台50	20200924	57.6022	2099.29
0050 元大台灣50	20200925	100.681	9498.93
006208 富邦台50	20200925	57.4785	1244.9
006208 富邦台50	20200928	58.1984	1870.6
0050 元大台灣50	20200928	101.841	6026.88
0050 元大台灣50	20200929	102.689	3759.26
006208 富邦台50	20200929	58.4049	1174.59
0050 元大台灣50	20200930	103.085	3545.49
006208 富邦台50	20200930	58.7556	1136.59
0050 元大台灣50	20201005	103.357	5912.6
006208 富邦台50	20201005	58.7427	1843.17
006208 富邦台50	20201006	59.5404	2176.2
0050 元大台灣50	20201006	104.198	6875.26
0050 元大台灣50	20201007	104.507	4011.14
006208 富邦台50	20201007	59.6921	1691.55
0050 元大台灣50	20201008	105.911	13470.9
006208 富邦台50	20201008	60.4792	2462.3
006208 富邦台50	20201012	61.0306	2221.94
0050 元大台灣50	20201012	107.172	9838
0050 元大台灣50	20201013	106.82	5410.61
006208 富邦台50	20201013	60.8638	1744.25
006208 富邦台50	20201014	60.9001	1468.93
0050 元大台灣50	20201014	106.775	2562.86
0050 元大台灣50	20201015	105.728	4550.15
006208 富邦台50	20201015	60.2113	1522.73
0050 元大台灣50	20201016	105.634	3239.01
006208 富邦台50	20201016	60.3383	1948.89
006208 富邦台50	20201019	60.5585	1738.17
0050 元大台灣50	20201019	106.329	3459.32
006208 富邦台50	20201020	60.5985	1631.81
0050 元大台灣50	20201020	106.19	1414.03
006208 富邦台50	20201021	60.56	1079.9
0050 元大台灣50	20201021	105.942	8599.39
006208 富邦台50	20201022	60.3723	1442.62
0050 元大台灣50	20201022	105.781	2158.26
0050 元大台灣50	20201023	106.034	3205.83
006208 富邦台50	20201023	60.5747	1449.26
006208 富邦台50	20201026	60.6692	1506.73
0050 元大台灣50	20201026	106.14	2918.34
006208 富邦台50	20201027	60.2521	1487.43
0050 元大台灣50	20201027	105.437	3438
006208 富邦台50	20201028	59.9616	1650.82
0050 元大台灣50	20201028	105.128	4782.25
0050 元大台灣50	20201029	103.674	7191.69
006208 富邦台50	20201029	59.2247	1865.01
0050 元大台灣50	20201030	103.171	6564.42
006208 富邦台50	20201030	58.9651	2353.99
006208 富邦台50	20201102	58.7262	1911.28
0050 元大台灣50	20201102	102.738	10228.8
0050 元大台灣50	20201103	104.484	4444.06
006208 富邦台50	20201103	59.8031	1838.05
006208 富邦台50	20201104	60.536	1339.56
0050 元大台灣50	20201104	105.581	5081.77
006208 富邦台50	20201105	60.6312	1761.7
0050 元大台灣50	20201105	106.004	4331.43
0050 元大台灣50	20201106	106.73	6315.48
006208 富邦台50	20201106	61.0179	1909.07
0050 元大台灣50	20201109	108.003	11429.8
006208 富邦台50	20201109	61.6794	1871.3
0050 元大台灣50	20201110	107.387	4451.47
006208 富邦台50	20201110	61.3887	1832.95
006208 富邦台50	20201111	62.0546	2043.11
0050 元大台灣50	20201111	108.331	8631.28
0050 元大台灣50	20201112	109.004	3870.77
006208 富邦台50	20201112	62.3045	1224.62
006208 富邦台50	20201113	62.3851	2013.68
0050 元大台灣50	20201113	108.917	3829.66
006208 富邦台50	20201116	64.0434	2781.1
0050 元大台灣50	20201116	111.732	9421.08
0050 元大台灣50	20201117	113.998	8297.03
006208 富邦台50	20201117	63.9767	2676.14
006208 富邦台50	20201118	64.3065	1845.39
0050 元大台灣50	20201118	114.178	19747.5
0050 元大台灣50	20201119	114.157	4505.2
006208 富邦台50	20201119	64.2378	1874.2
006208 富邦台50	20201120	64.0365	2020.19
0050 元大台灣50	20201120	113.835	4800.68
006208 富邦台50	20201123	64.7319	1826.65
0050 元大台灣50	20201123	115.322	5800.11
0050 元大台灣50	20201124	115.237	6181.7
006208 富邦台50	20201124	64.7367	2208.19
0050 元大台灣50	20201125	114.522	4184.13
006208 富邦台50	20201125	64.1645	2145.75
006208 富邦台50	20201126	64.3513	2325.95
0050 元大台灣50	20201126	114.635	2561.23
0050 元大台灣50	20201127	114.44	5329.94
006208 富邦台50	20201127	64.3358	1781.11
0050 元大台灣50	20201130	114.126	9569.9
006208 富邦台50	20201130	64.1339	2328.12
006208 富邦台50	20201201	64.1139	1111.7
0050 元大台灣50	20201201	113.766	5097.36
006208 富邦台50	20201202	64.7062	1340.12
0050 元大台灣50	20201202	115.196	6132.3
006208 富邦台50	20201203	64.8277	2255.61
0050 元大台灣50	20201203	115.471	5977.21
0050 元大台灣50	20201204	116.664	12352
006208 富邦台50	20201204	65.4887	1562.91
006208 富邦台50	20201207	66.2459	2795.04
0050 元大台灣50	20201207	118.08	6859.57
0050 元大台灣50	20201208	118.837	6401.98
006208 富邦台50	20201208	67.0685	1940.01
006208 富邦台50	20201209	67.4171	1559.67
0050 元大台灣50	20201209	119.855	6302.76
0050 元大台灣50	20201210	118.42	8417.88
006208 富邦台50	20201210	66.5456	2764.2
0050 元大台灣50	20201211	118.182	4798.61
006208 富邦台50	20201211	66.3438	1907.92
006208 富邦台50	20201214	66.5825	1816.91
0050 元大台灣50	20201214	118.269	2479.99
0050 元大台灣50	20201215	117.131	9664.75
006208 富邦台50	20201215	65.8766	2052.36
0050 元大台灣50	20201216	118.794	13383.4
006208 富邦台50	20201216	66.7025	2328.97
0050 元大台灣50	20201217	118.449	3001.58
006208 富邦台50	20201217	66.3929	1650.51
0050 元大台灣50	20201218	118.258	2585.47
006208 富邦台50	20201218	66.3817	1673.92
0050 元大台灣50	20201221	118.513	4402.2
006208 富邦台50	20201221	66.9184	1852.27
006208 富邦台50	20201222	66.752	2041.55
0050 元大台灣50	20201222	118.782	5849.36
006208 富邦台50	20201223	66.2664	787.668
0050 元大台灣50	20201223	117.949	4246.98
006208 富邦台50	20201224	66.6775	1532.07
0050 元大台灣50	20201224	118.631	2499
0050 元大台灣50	20201225	119.21	2878.36
006208 富邦台50	20201225	66.8789	1146.42
0050 元大台灣50	20201228	119.698	3495.97
006208 富邦台50	20201228	67.3897	2241.9
0050 元大台灣50	20201229	119.823	3177.14
006208 富邦台50	20201229	67.3693	1626.31
0050 元大台灣50	20201230	120.713	5501.73
006208 富邦台50	20201230	67.8881	1135.41
006208 富邦台50	20201231	68.6057	1338.05
0050 元大台灣50	20201231	122.065	5845.57
006208 富邦台50	20210104	69.5727	1074.98
0050 元大台灣50	20210104	123.359	6307.52
0050 元大台灣50	20210105	124.228	4962.51
006208 富邦台50	20210105	70.0319	1995.35
0050 元大台灣50	20210106	125.965	10859.8
006208 富邦台50	20210106	70.9965	2825.86
0050 元大台灣50	20210107	127.781	6863.45
006208 富邦台50	20210107	72.2361	1678.45
0050 元大台灣50	20210108	130.377	13298.5
006208 富邦台50	20210108	73.7082	1892.15
0050 元大台灣50	20210111	131.054	10492.8
006208 富邦台50	20210111	73.7998	2717.56
0050 元大台灣50	20210112	132.233	11223.1
006208 富邦台50	20210112	74.3395	2291.75
0050 元大台灣50	20210113	134.251	10912.9
006208 富邦台50	20210113	75.7175	2182.74
006208 富邦台50	20210114	75.5654	2390.88
0050 元大台灣50	20210114	133.996	12390.6
0050 元大台灣50	20210115	136.031	21933.1
006208 富邦台50	20210115	76.4191	2744.09
0050 元大台灣50	20210118	133.634	14495.8
006208 富邦台50	20210118	75.2946	2801.69
0050 元大台灣50	20210119	136.655	12262.2
006208 富邦台50	20210119	76.9291	2200.69
006208 富邦台50	20210120	78.0388	2836.77
0050 元大台灣50	20210120	138.398	30367.3
0050 元大台灣50	20210121	141.442	14030
006208 富邦台50	20210121	79.8465	2831.99
006208 富邦台50	20210122	79.4649	2675.86
0050 元大台灣50	20210122	138.115	24714
0050 元大台灣50	20210125	135.492	14258.6
006208 富邦台50	20210125	78.104	3028.49
006208 富邦台50	20210126	77.1512	4187.48
0050 元大台灣50	20210126	133.728	15080
0050 元大台灣50	20210127	133.19	8124.07
006208 富邦台50	20210127	76.5819	2474.21
006208 富邦台50	20210128	74.9464	3232.18
0050 元大台灣50	20210128	130.144	15242.8
006208 富邦台50	20210129	74.6871	2557.81
0050 元大台灣50	20210129	129.873	14709.9
0050 元大台灣50	20210201	129.083	14510.4
006208 富邦台50	20210201	74.4689	2566.35
006208 富邦台50	20210202	77.3364	2347.32
0050 元大台灣50	20210202	134.219	11194.7
006208 富邦台50	20210203	77.5801	2010.5
0050 元大台灣50	20210203	134.732	7317.44
006208 富邦台50	20210204	76.7649	1878.89
0050 元大台灣50	20210204	133.523	6783.56
006208 富邦台50	20210205	77.5974	2156.29
0050 元大台灣50	20210205	135.224	9116.6
0050 元大台灣50	20210217	140.002	19308.2
006208 富邦台50	20210217	80.6695	4528.67
0050 元大台灣50	20210218	140.222	10805.2
006208 富邦台50	20210218	80.7326	2260.91
0050 元大台灣50	20210219	138.445	9327.69
006208 富邦台50	20210219	79.829	2523.55
006208 富邦台50	20210222	80.0963	2614.35
0050 元大台灣50	20210222	139.534	7156.16
0050 元大台灣50	20210223	137.475	8026.44
006208 富邦台50	20210223	79.3589	2290.07
006208 富邦台50	20210224	78.7286	2631.82
0050 元大台灣50	20210224	137.006	11227.1
006208 富邦台50	20210225	78.9345	1843.71
0050 元大台灣50	20210225	137.456	10368.4
0050 元大台灣50	20210226	134.008	27726
006208 富邦台50	20210226	77.6993	5681.36
006208 富邦台50	20210302	77.4275	3151.93
0050 元大台灣50	20210302	134.676	7501.39
0050 元大台灣50	20210303	134.289	8596.9
006208 富邦台50	20210303	77.2222	1668.44
0050 元大台灣50	20210304	132.724	17641.3
006208 富邦台50	20210304	76.4035	4447.14
0050 元大台灣50	20210305	130.953	14721.3
006208 富邦台50	20210305	75.5718	2912.18
006208 富邦台50	20210308	76.2142	3279.21
0050 元大台灣50	20210308	132.534	12425.3
0050 元大台灣50	20210309	130.654	13756
006208 富邦台50	20210309	75.1952	2386.79
0050 元大台灣50	20210310	131.942	5608.9
006208 富邦台50	20210310	75.7873	1565.96
0050 元大台灣50	20210311	134.16	9343.92
006208 富邦台50	20210311	77.1338	1609.75
006208 富邦台50	20210312	77.5337	1516.97
0050 元大台灣50	20210312	135.109	5700.9
0050 元大台灣50	20210315	134.855	3852.21
006208 富邦台50	20210315	77.5141	1299.99
006208 富邦台50	20210316	77.7463	2147.67
0050 元大台灣50	20210316	135.22	6868.57
0050 元大台灣50	20210317	134.611	6923.26
006208 富邦台50	20210317	77.3997	1723.64
0050 元大台灣50	20210318	135.419	7050.89
006208 富邦台50	20210318	77.6575	2174.08
006208 富邦台50	20210319	76.4662	3280.18
0050 元大台灣50	20210319	132.763	10691.8
006208 富邦台50	20210322	76.4722	1772.13
0050 元大台灣50	20210322	132.809	5510.35
006208 富邦台50	20210323	76.8453	1147.84
0050 元大台灣50	20210323	134.103	6994.16
0050 元大台灣50	20210324	131.729	11082.8
006208 富邦台50	20210324	75.7741	2138.15
0050 元大台灣50	20210325	131.404	5186.15
006208 富邦台50	20210325	75.739	2518.85
006208 富邦台50	20210326	77.08	2504.47
0050 元大台灣50	20210326	133.744	8134.65
0050 元大台灣50	20210329	135.549	8323.34
006208 富邦台50	20210329	77.833	1659.18
0050 元大台灣50	20210330	135.627	4937.58
006208 富邦台50	20210330	77.828	1577.77
0050 元大台灣50	20210331	135.03	7829.35
006208 富邦台50	20210331	77.4997	2018.21
006208 富邦台50	20210401	77.8545	1456.71
0050 元大台灣50	20210401	135.828	7419.8
0050 元大台灣50	20210406	137.85	9539.51
006208 富邦台50	20210406	79.1068	3582.07
006208 富邦台50	20210407	78.9849	1183.98
0050 元大台灣50	20210407	137.622	4477.9
0050 元大台灣50	20210408	137.735	6467.19
006208 富邦台50	20210408	79.1448	1502.91
0050 元大台灣50	20210409	138.12	3762.59
006208 富邦台50	20210409	79.312	1133.62
0050 元大台灣50	20210412	137.359	6145.7
006208 富邦台50	20210412	78.968	1280.71
0050 元大台灣50	20210413	138.07	5823.79
006208 富邦台50	20210413	79.2166	1307.29
006208 富邦台50	20210414	78.7056	1867.09
0050 元大台灣50	20210414	137.004	6608.31
0050 元大台灣50	20210415	138.462	7802.83
006208 富邦台50	20210415	79.6445	1619.84
006208 富邦台50	20210416	79.8208	2412.92
0050 元大台灣50	20210416	138.864	11331.2
006208 富邦台50	20210419	79.9245	1104.26
0050 元大台灣50	20210419	139.296	8221.04
006208 富邦台50	20210420	79.9767	952.119
0050 元大台灣50	20210420	139.185	4898.07
006208 富邦台50	20210421	79.4943	1240.01
0050 元大台灣50	20210421	138.235	8098.26
0050 元大台灣50	20210422	138.309	4152.15
006208 富邦台50	20210422	79.3086	1273.01
0050 元大台灣50	20210423	138.527	6127.84
006208 富邦台50	20210423	79.4382	1046.36
006208 富邦台50	20210426	80.7877	2758.53
0050 元大台灣50	20210426	140.589	12215.1
006208 富邦台50	20210427	80.8389	997.776
0050 元大台灣50	20210427	141.29	6750.71
0050 元大台灣50	20210428	140.59	3106.98
006208 富邦台50	20210428	80.5183	1348.78
006208 富邦台50	20210429	80.9684	1368.81
0050 元大台灣50	20210429	141.399	9026.32
0050 元大台灣50	20210503	138.634	7325.31
006208 富邦台50	20210503	79.6231	2496.98
0050 元大台灣50	20210504	136.902	13831.3
006208 富邦台50	20210504	78.6361	3019.68
0050 元大台灣50	20210505	136.631	9345.23
006208 富邦台50	20210505	78.5897	2182.02
0050 元大台灣50	20210506	136.506	8216.08
006208 富邦台50	20210506	78.7023	3834.6
0050 元大台灣50	20210507	138.919	7168.29
006208 富邦台50	20210507	79.8286	1666.32
006208 富邦台50	20210510	79.4844	1344.4
0050 元大台灣50	20210510	138.565	4491.1
0050 元大台灣50	20210511	134.143	26853.4
006208 富邦台50	20210511	77.3812	4894.42
0050 元大台灣50	20210512	128.142	40085.8
006208 富邦台50	20210512	74.9806	7171.47
0050 元大台灣50	20210513	128.079	28100.5
006208 富邦台50	20210513	73.5969	6357.74
006208 富邦台50	20210514	74.0892	2907.67
0050 元大台灣50	20210514	128.894	15790.4
0050 元大台灣50	20210517	126.483	32505.9
006208 富邦台50	20210517	72.6356	6023.27
0050 元大台灣50	20210518	130.505	16612.2
006208 富邦台50	20210518	75.0372	2701.35
0050 元大台灣50	20210519	131.542	17193.7
006208 富邦台50	20210519	75.5821	1799.74
006208 富邦台50	20210520	75.0648	1662.78
0050 元大台灣50	20210520	130.344	9780.5
006208 富邦台50	20210521	75.9477	1367.34
0050 元大台灣50	20210521	132.527	10248
0050 元大台灣50	20210524	131.775	10375.5
006208 富邦台50	20210524	75.7803	1198.68
0050 元大台灣50	20210525	132.497	10326.4
006208 富邦台50	20210525	77.2498	1672.28
006208 富邦台50	20210526	77.494	1976.4
0050 元大台灣50	20210526	134.53	5246.78
006208 富邦台50	20210527	76.5954	1300.28
0050 元大台灣50	20210527	133.055	5858
0050 元大台灣50	20210528	135.331	9754.5
006208 富邦台50	20210528	77.9043	1665.02
0050 元大台灣50	20210531	136.87	10607.4
006208 富邦台50	20210531	78.7299	1585.34
0050 元大台灣50	20210601	137.653	5710.57
006208 富邦台50	20210601	79.0318	1026.06
0050 元大台灣50	20210602	137.348	5118.01
006208 富邦台50	20210602	78.8213	939.256
0050 元大台灣50	20210603	137.948	5137.78
006208 富邦台50	20210603	79.157	1162.45
0050 元大台灣50	20210604	136.625	3268.85
006208 富邦台50	20210604	78.5235	928.518
006208 富邦台50	20210607	78.4988	2548.2
0050 元大台灣50	20210607	136.69	10994.1
0050 元大台灣50	20210608	136.875	3021.52
006208 富邦台50	20210608	78.594	1858.76
0050 元大台灣50	20210609	135.439	6289.45
006208 富邦台50	20210609	77.6506	1907.43
006208 富邦台50	20210610	78.8876	2242.71
0050 元大台灣50	20210610	137.085	6953.92
0050 元大台灣50	20210611	138.166	3427.87
006208 富邦台50	20210611	79.6248	2110.24
0050 元大台灣50	20210615	138.701	4126.48
006208 富邦台50	20210615	79.7727	1222.08
006208 富邦台50	20210616	79.7599	2139.13
0050 元大台灣50	20210616	138.637	7330.37
0050 元大台灣50	20210617	137.684	3283.65
006208 富邦台50	20210617	79.2999	1098.44
0050 元大台灣50	20210618	138.166	2249.58
006208 富邦台50	20210618	79.3766	1237.36
006208 富邦台50	20210621	77.8785	3633.06
0050 元大台灣50	20210621	135.257	16678.8
0050 元大台灣50	20210622	135.002	6078.86
006208 富邦台50	20210622	77.58	1484.56
006208 富邦台50	20210623	78.5091	2819.57
0050 元大台灣50	20210623	136.164	6517.14
0050 元大台灣50	20210624	136.897	6289.68
006208 富邦台50	20210624	78.6966	1087.67
0050 元大台灣50	20210625	137.569	6623.44
006208 富邦台50	20210625	79.241	2218.06
0050 元大台灣50	20210628	137.141	4090.1
006208 富邦台50	20210628	79.0734	2157.86
0050 元大台灣50	20210629	137.924	9131.03
006208 富邦台50	20210629	79.3168	1331.15
006208 富邦台50	20210630	79.9158	1506.16
0050 元大台灣50	20210630	138.974	9756.71
0050 元大台灣50	20210701	138.659	4680.73
006208 富邦台50	20210701	79.7597	1434.42
0050 元大台灣50	20210702	138.22	4826.43
006208 富邦台50	20210702	79.6077	860.06
0050 元大台灣50	20210705	139.605	7881.94
