證券代碼	年月日	當日均價(元)	當日成交量
006208 富邦台50	20210705	80.222	1689.8
0050 元大台灣50	20210706	139.742	6551.73
006208 富邦台50	20210706	80.5325	2321.38
006208 富邦台50	20210707	80.0669	846.263
0050 元大台灣50	20210707	139.132	6776.19
0050 元大台灣50	20210708	138.825	4085.14
006208 富邦台50	20210708	79.927	904.871
0050 元大台灣50	20210709	137.394	7176.5
006208 富邦台50	20210709	78.8119	4358.35
0050 元大台灣50	20210712	139.288	13736.7
006208 富邦台50	20210712	79.954	2809.89
0050 元大台灣50	20210713	140.533	14007.9
006208 富邦台50	20210713	80.5918	2631.67
0050 元大台灣50	20210714	140.576	9604.5
006208 富邦台50	20210714	80.5061	1483.81
006208 富邦台50	20210715	81.1122	1676.42
0050 元大台灣50	20210715	141.516	12338.7
006208 富邦台50	20210716	80.0592	2711.76
0050 元大台灣50	20210716	139.599	9507.23
0050 元大台灣50	20210719	138.167	10856.7
006208 富邦台50	20210719	79.3313	1933.96
0050 元大台灣50	20210720	137.471	8443.54
006208 富邦台50	20210720	78.8517	2507.32
006208 富邦台50	20210721	78.5505	2240.87
0050 元大台灣50	20210721	136.61	13271.9
0050 元大台灣50	20210722	138.101	6243.36
006208 富邦台50	20210722	79.2686	841.518
006208 富邦台50	20210723	79.0956	1317.57
0050 元大台灣50	20210723	137.794	3242.96
006208 富邦台50	20210726	78.7115	3198.46
0050 元大台灣50	20210726	136.778	12149.7
006208 富邦台50	20210727	78.515	2393.11
0050 元大台灣50	20210727	136.465	10677.9
006208 富邦台50	20210728	77.4734	4276.86
0050 元大台灣50	20210728	134.411	31584
0050 元大台灣50	20210729	135.945	10889.3
006208 富邦台50	20210729	78.273	1320.88
0050 元大台灣50	20210730	136.378	4040.05
006208 富邦台50	20210730	78.5082	922.952
006208 富邦台50	20210802	79.0125	2207.39
0050 元大台灣50	20210802	137.108	7376.24
0050 元大台灣50	20210803	138.047	6224.38
006208 富邦台50	20210803	79.4292	1780.18
006208 富邦台50	20210804	79.9699	1710.72
0050 元大台灣50	20210804	139.045	5642.67
0050 元大台灣50	20210805	139.204	5840.99
006208 富邦台50	20210805	80.0925	953.607
0050 元大台灣50	20210806	138.503	4031.6
006208 富邦台50	20210806	79.7984	1997.6
006208 富邦台50	20210809	79.3672	1549.27
0050 元大台灣50	20210809	137.812	5186.5
0050 元大台灣50	20210810	137.895	2676.95
006208 富邦台50	20210810	79.2912	1086.51
006208 富邦台50	20210811	78.801	2092.26
0050 元大台灣50	20210811	136.982	3867.15
0050 元大台灣50	20210812	136.892	2376.69
006208 富邦台50	20210812	78.7308	1387.06
0050 元大台灣50	20210813	135.829	7816.27
006208 富邦台50	20210813	78.1107	2406.96
0050 元大台灣50	20210816	135.267	11135.3
006208 富邦台50	20210816	77.8185	3724.07
0050 元大台灣50	20210817	134.8	13757.7
006208 富邦台50	20210817	77.4964	2062.19
0050 元大台灣50	20210818	133.484	22162.8
006208 富邦台50	20210818	76.8473	2968.67
006208 富邦台50	20210819	76.2425	5732.39
0050 元大台灣50	20210819	132.416	28091
0050 元大台灣50	20210820	131.118	16501.5
006208 富邦台50	20210820	75.4115	4295.82
0050 元大台灣50	20210823	133.862	6086.61
006208 富邦台50	20210823	76.9777	2015.42
006208 富邦台50	20210824	77.4264	1237.22
0050 元大台灣50	20210824	134.857	5086.55
0050 元大台灣50	20210825	135.731	7031.86
006208 富邦台50	20210825	78.1263	1992.67
0050 元大台灣50	20210826	137.042	7276.08
006208 富邦台50	20210826	78.7144	2456.37
006208 富邦台50	20210827	79.31	2031.33
0050 元大台灣50	20210827	137.984	16875
006208 富邦台50	20210830	79.9079	3693.89
0050 元大台灣50	20210830	139.001	21974.2
0050 元大台灣50	20210831	139.388	16604.5
006208 富邦台50	20210831	80.0725	2187.06
0050 元大台灣50	20210901	140.877	18843.8
006208 富邦台50	20210901	80.8172	1725.57
0050 元大台灣50	20210902	140.679	7218.18
006208 富邦台50	20210902	80.6638	1654.47
006208 富邦台50	20210903	81.0715	2620.48
0050 元大台灣50	20210903	141.582	11544
0050 元大台灣50	20210906	142.663	14283.4
006208 富邦台50	20210906	81.8112	3645.93
006208 富邦台50	20210907	81.3274	1444.85
0050 元大台灣50	20210907	142.011	8413.57
0050 元大台灣50	20210908	140.808	7239.39
006208 富邦台50	20210908	80.6916	2341.37
0050 元大台灣50	20210909	140.15	3194.2
006208 富邦台50	20210909	80.3736	1950.5
0050 元大台灣50	20210910	141.581	3165.13
006208 富邦台50	20210910	81.1654	976.646
006208 富邦台50	20210913	81.0756	1147.66
0050 元大台灣50	20210913	141.392	3348.81
006208 富邦台50	20210914	81.2304	886.517
0050 元大台灣50	20210914	141.822	2513.43
0050 元大台灣50	20210915	140.895	12135.6
006208 富邦台50	20210915	80.7982	1261.01
0050 元大台灣50	20210916	140.21	8202.03
006208 富邦台50	20210916	80.4275	2694.34
006208 富邦台50	20210917	80.7678	1305.04
0050 元大台灣50	20210917	140.358	3858.46
0050 元大台灣50	20210922	136.936	25084.8
006208 富邦台50	20210922	78.5824	5610.45
0050 元大台灣50	20210923	138.052	5915.66
006208 富邦台50	20210923	79.36	1615.81
0050 元大台灣50	20210924	139.328	6297.55
006208 富邦台50	20210924	80.065	1447.08
0050 元大台灣50	20210927	139.834	11877.7
006208 富邦台50	20210927	80.404	2219.86
0050 元大台灣50	20210928	138.837	17896.3
006208 富邦台50	20210928	79.7689	1007.08
006208 富邦台50	20210929	78.4759	3633.98
0050 元大台灣50	20210929	136.145	31469.1
0050 元大台灣50	20210930	136.155	16919.6
006208 富邦台50	20210930	78.2501	2432.59
0050 元大台灣50	20211001	134.374	28939.3
006208 富邦台50	20211001	77.3079	5355.65
0050 元大台灣50	20211004	133.353	24299.5
006208 富邦台50	20211004	76.844	4876.74
006208 富邦台50	20211005	75.9536	5280.13
0050 元大台灣50	20211005	131.843	28469.3
006208 富邦台50	20211006	76.3226	4302.05
0050 元大台灣50	20211006	132.74	22785.9
0050 元大台灣50	20211007	134.983	13826.4
006208 富邦台50	20211007	77.5857	1396.25
0050 元大台灣50	20211008	134.692	7988.09
006208 富邦台50	20211008	77.4627	1329.16
0050 元大台灣50	20211012	132.335	11588.6
006208 富邦台50	20211012	76.1037	2286.26
006208 富邦台50	20211013	76.1959	1698.34
0050 元大台灣50	20211013	132.601	5741.94
0050 元大台灣50	20211014	132.987	3441.73
006208 富邦台50	20211014	76.3732	816.398
006208 富邦台50	20211015	77.9796	2162.29
0050 元大台灣50	20211015	135.662	13728.5
0050 元大台灣50	20211018	136.317	5450.75
006208 富邦台50	20211018	78.4421	1912.11
0050 元大台灣50	20211019	136.91	8666.12
006208 富邦台50	20211019	78.6167	998.964
0050 元大台灣50	20211020	136.895	14674.4
006208 富邦台50	20211020	78.7634	1143.51
0050 元大台灣50	20211021	137.212	13292.6
006208 富邦台50	20211021	78.8021	1918.13
0050 元大台灣50	20211022	136.259	5321.36
006208 富邦台50	20211022	78.3226	1018.22
0050 元大台灣50	20211025	135.987	7522.32
006208 富邦台50	20211025	78.0894	1700.99
0050 元大台灣50	20211026	137.388	10797.7
006208 富邦台50	20211026	78.9522	2454.33
0050 元大台灣50	20211027	137.078	7527.79
006208 富邦台50	20211027	78.7622	809.629
006208 富邦台50	20211028	78.8512	1329.9
0050 元大台灣50	20211028	137.039	4597.62
006208 富邦台50	20211029	78.2011	1281.23
0050 元大台灣50	20211029	135.925	5145.74
0050 元大台灣50	20211101	136.5	3142.34
006208 富邦台50	20211101	78.4877	903.273
0050 元大台灣50	20211102	136.981	4154.24
006208 富邦台50	20211102	78.7839	1228.99
006208 富邦台50	20211103	78.746	892.314
0050 元大台灣50	20211103	136.787	2399.6
0050 元大台灣50	20211104	136.733	2662.46
006208 富邦台50	20211104	78.5834	1279.79
0050 元大台灣50	20211105	137.556	11655.6
006208 富邦台50	20211105	79.0854	1944.95
0050 元大台灣50	20211108	138.876	7721.33
006208 富邦台50	20211108	79.9082	2446.67
006208 富邦台50	20211109	80.8574	2803.21
0050 元大台灣50	20211109	140.776	12860.2
006208 富邦台50	20211110	80.504	1922.45
0050 元大台灣50	20211110	140.365	5594.84
0050 元大台灣50	20211111	139.296	4600.44
006208 富邦台50	20211111	79.9375	1810.43
0050 元大台灣50	20211112	140.25	5886.57
006208 富邦台50	20211112	80.3698	1655.38
0050 元大台灣50	20211115	140.975	6780.99
006208 富邦台50	20211115	80.8914	1604.84
0050 元大台灣50	20211116	141.215	6013.4
006208 富邦台50	20211116	79.512	2854.42
006208 富邦台50	20211117	79.7132	1497.03
0050 元大台灣50	20211117	141.508	27642.7
006208 富邦台50	20211118	80.0319	950.08
0050 元大台灣50	20211118	142.121	6242.85
0050 元大台灣50	20211119	143.053	6253.61
006208 富邦台50	20211119	80.5835	1774.15
006208 富邦台50	20211122	80.3539	932.015
0050 元大台灣50	20211122	142.601	3868.53
006208 富邦台50	20211123	79.6631	1996.7
0050 元大台灣50	20211123	141.403	4701.6
0050 元大台灣50	20211124	140.627	3224.7
006208 富邦台50	20211124	79.263	1365.2
006208 富邦台50	20211125	79.176	1002.72
0050 元大台灣50	20211125	140.314	2612.78
0050 元大台灣50	20211126	138.57	12594.1
006208 富邦台50	20211126	78.321	6526.78
006208 富邦台50	20211129	78.0021	3913.23
0050 元大台灣50	20211129	138.105	11534.9
006208 富邦台50	20211130	78.2635	4058.42
0050 元大台灣50	20211130	138.573	10539.3
0050 元大台灣50	20211201	139.37	4329.33
006208 富邦台50	20211201	78.6397	1815.82
006208 富邦台50	20211202	79.6451	2152.97
0050 元大台灣50	20211202	141.466	9133.26
0050 元大台灣50	20211203	141.699	4946.61
006208 富邦台50	20211203	79.8651	1368.85
0050 元大台灣50	20211206	141.216	4060.99
006208 富邦台50	20211206	79.6957	2395.86
0050 元大台灣50	20211207	140.879	3157.95
006208 富邦台50	20211207	79.4748	1578.26
006208 富邦台50	20211208	80.4984	2232.07
0050 元大台灣50	20211208	142.802	11183.3
0050 元大台灣50	20211209	142.137	4675.11
006208 富邦台50	20211209	80.0495	1683.3
0050 元大台灣50	20211210	141.904	3436.58
006208 富邦台50	20211210	79.9045	1158.71
006208 富邦台50	20211213	80.0303	1365.06
0050 元大台灣50	20211213	142.041	4759.88
006208 富邦台50	20211214	78.9899	2348.76
0050 元大台灣50	20211214	140.236	5027.33
0050 元大台灣50	20211215	140.033	10117.6
006208 富邦台50	20211215	78.9841	1873.24
0050 元大台灣50	20211216	141.683	5763.81
006208 富邦台50	20211216	79.8526	2352.86
0050 元大台灣50	20211217	141.79	4979.85
006208 富邦台50	20211217	79.867	1367.32
006208 富邦台50	20211220	79.4058	1925.8
0050 元大台灣50	20211220	140.854	4582.53
0050 元大台灣50	20211221	141.607	6716.9
006208 富邦台50	20211221	79.7892	1533.49
006208 富邦台50	20211222	79.9344	1199.94
0050 元大台灣50	20211222	141.84	4146.3
0050 元大台灣50	20211223	142.593	14117
006208 富邦台50	20211223	80.4287	1943.91
0050 元大台灣50	20211224	143.29	12807.9
006208 富邦台50	20211224	80.6819	2495.36
006208 富邦台50	20211227	81.0248	2743.17
0050 元大台灣50	20211227	143.94	6838.96
006208 富邦台50	20211228	81.5422	2700.93
0050 元大台灣50	20211228	144.877	22888.2
0050 元大台灣50	20211229	145.557	22807.7
006208 富邦台50	20211229	81.9501	2302.7
0050 元大台灣50	20211230	145.666	6421.41
006208 富邦台50	20211230	81.8796	1709.22
0050 元大台灣50	20220103	146.503	7064.55
006208 富邦台50	20220103	82.4112	2220.48
0050 元大台灣50	20220104	148.911	10122.8
006208 富邦台50	20220104	83.7768	3151.67
0050 元大台灣50	20220105	149.667	11730.6
006208 富邦台50	20220105	84.421	15510.1
006208 富邦台50	20220106	83.484	4751.01
0050 元大台灣50	20220106	147.723	9085.14
0050 元大台灣50	20220107	147.313	7435.65
006208 富邦台50	20220107	82.9788	3929.04
006208 富邦台50	20220110	82.6748	2162.74
0050 元大台灣50	20220110	146.815	15979.6
0050 元大台灣50	20220111	147.671	17984.1
006208 富邦台50	20220111	83.0874	4221.09
0050 元大台灣50	20220112	149.233	10326.1
006208 富邦台50	20220112	83.9194	2184.24
0050 元大台灣50	20220113	150.022	7680.33
006208 富邦台50	20220113	84.4459	2288.12
0050 元大台灣50	20220114	150.08	10400.1
006208 富邦台50	20220114	84.4634	4518.84
0050 元大台灣50	20220117	151.787	7202.41
006208 富邦台50	20220117	85.3773	3573.03
0050 元大台灣50	20220118	151.42	14812
006208 富邦台50	20220118	85.1067	3549.51
006208 富邦台50	20220119	83.6209	3637.38
0050 元大台灣50	20220119	148.857	15371.3
0050 元大台灣50	20220120	148.392	16845.1
006208 富邦台50	20220120	83.3647	2026.71
0050 元大台灣50	20220121	143.163	32475.6
006208 富邦台50	20220121	82.1967	5489.67
0050 元大台灣50	20220124	142.732	13767.2
006208 富邦台50	20220124	82.1462	2836.73
006208 富邦台50	20220125	81.6042	5426.59
0050 元大台灣50	20220125	141.644	25646.1
0050 元大台灣50	20220126	141.709	18559.1
006208 富邦台50	20220126	81.5096	9370.55
006208 富邦台50	20220207	81.7225	5998.36
0050 元大台灣50	20220207	141.971	25312.5
0050 元大台灣50	20220208	143.07	11522
006208 富邦台50	20220208	82.3687	2885.08
006208 富邦台50	20220209	82.377	1965.68
0050 元大台灣50	20220209	143.078	8470.5
006208 富邦台50	20220210	83.1151	1592.72
0050 元大台灣50	20220210	144.294	6325.13
0050 元大台灣50	20220211	144.706	4556.28
006208 富邦台50	20220211	83.3601	1349.1
006208 富邦台50	20220214	82.2628	3390.48
0050 元大台灣50	20220214	142.648	12907.2
0050 元大台灣50	20220215	142.556	8139.52
006208 富邦台50	20220215	82.172	2560.11
0050 元大台灣50	20220216	144.141	6906.31
006208 富邦台50	20220216	83.1127	2712.71
006208 富邦台50	20220217	83.2489	1711.74
0050 元大台灣50	20220217	144.558	5161.92
0050 元大台灣50	20220218	143.681	4068.62
006208 富邦台50	20220218	82.7618	1194.15
0050 元大台灣50	20220221	143.378	4807.9
006208 富邦台50	20220221	82.673	1401.36
006208 富邦台50	20220222	81.6515	6428.96
0050 元大台灣50	20220222	141.418	20815
0050 元大台灣50	20220223	141.927	4803.5
006208 富邦台50	20220223	81.7692	1920.52
0050 元大台灣50	20220224	139.505	32725.9
006208 富邦台50	20220224	80.448	11229.3
006208 富邦台50	20220225	79.9132	6759.12
0050 元大台灣50	20220225	138.479	24731.6
006208 富邦台50	20220301	80.7821	4518.46
0050 元大台灣50	20220301	140.161	8694.5
006208 富邦台50	20220302	80.3823	2298.36
0050 元大台灣50	20220302	139.614	6778.5
0050 元大台灣50	20220303	140.072	4742.92
006208 富邦台50	20220303	80.6508	1724.45
0050 元大台灣50	20220304	138.443	14283.3
006208 富邦台50	20220304	79.7474	5764.68
0050 元大台灣50	20220307	134.287	57431.9
006208 富邦台50	20220307	78.0121	14708.1
0050 元大台灣50	20220308	131.869	46246.9
006208 富邦台50	20220308	76.2441	16547.7
0050 元大台灣50	20220309	132.734	22656.3
006208 富邦台50	20220309	76.4785	5925.73
006208 富邦台50	20220310	78.4083	3999.02
0050 元大台灣50	20220310	136.093	15177.3
0050 元大台灣50	20220311	134.835	11806.6
006208 富邦台50	20220311	77.6378	3459.33
0050 元大台灣50	20220314	134.517	9183.82
006208 富邦台50	20220314	77.465	4128.12
0050 元大台灣50	20220315	131.791	26456.8
006208 富邦台50	20220315	75.9551	8273.1
006208 富邦台50	20220316	75.933	6668.11
0050 元大台灣50	20220316	131.732	20364.3
0050 元大台灣50	20220317	135.727	14459.9
006208 富邦台50	20220317	78.1318	3574.41
006208 富邦台50	20220318	78.2781	1817.53
0050 元大台灣50	20220318	136.036	12975.5
0050 元大台灣50	20220321	137.31	8071.05
006208 富邦台50	20220321	79.0357	2768.4
0050 元大台灣50	20220322	136.689	6251.03
006208 富邦台50	20220322	78.715	2387.96
0050 元大台灣50	20220323	137.999	10632.5
006208 富邦台50	20220323	79.5082	2573.98
0050 元大台灣50	20220324	137.611	4479.58
006208 富邦台50	20220324	79.3076	1170.87
0050 元大台灣50	20220325	138.151	5074.4
006208 富邦台50	20220325	79.5882	1503.61
006208 富邦台50	20220328	78.4884	4779.91
0050 元大台灣50	20220328	136.082	11194.8
0050 元大台灣50	20220329	136.922	6644.01
006208 富邦台50	20220329	78.8517	1227.42
006208 富邦台50	20220330	79.7186	2016.49
0050 元大台灣50	20220330	138.414	8498.37
006208 富邦台50	20220331	79.6477	1153.88
0050 元大台灣50	20220331	138.336	3748.78
006208 富邦台50	20220401	78.8119	1613.69
0050 元大台灣50	20220401	136.683	8220.57
0050 元大台灣50	20220406	135.643	12266.2
006208 富邦台50	20220406	78.2405	4326.56
0050 元大台灣50	20220407	134.471	16680.9
006208 富邦台50	20220407	77.6041	5246.57
0050 元大台灣50	20220408	133.993	9480.79
006208 富邦台50	20220408	77.2459	2646.65
0050 元大台灣50	20220411	132.866	18450.8
006208 富邦台50	20220411	76.6027	5187.35
0050 元大台灣50	20220412	132.284	15367.3
006208 富邦台50	20220412	76.2831	4372.82
0050 元大台灣50	20220413	134.558	7246.15
006208 富邦台50	20220413	77.4052	2214.59
0050 元大台灣50	20220414	134.828	5235.08
006208 富邦台50	20220414	77.5886	1481.17
006208 富邦台50	20220415	76.3108	4574.66
0050 元大台灣50	20220415	132.346	22334.7
006208 富邦台50	20220418	75.8098	6198.8
0050 元大台灣50	20220418	131.57	19495.9
0050 元大台灣50	20220419	132.303	9433.36
006208 富邦台50	20220419	76.214	1700.3
0050 元大台灣50	20220420	132.246	7104.38
006208 富邦台50	20220420	76.2229	2055.02
006208 富邦台50	20220421	76.6485	1506.64
0050 元大台灣50	20220421	133.15	4226.57
006208 富邦台50	20220422	75.6205	3248.84
0050 元大台灣50	20220422	131.151	12398.3
0050 元大台灣50	20220425	129.097	35058.2
006208 富邦台50	20220425	74.4792	8171.95
006208 富邦台50	20220426	74.4983	4917.92
0050 元大台灣50	20220426	129.309	10361.4
0050 元大台灣50	20220427	126.529	31244.3
006208 富邦台50	20220427	72.9349	8326.28
0050 元大台灣50	20220428	126.656	12311.8
006208 富邦台50	20220428	73.0547	3461
0050 元大台灣50	20220429	128.92	12271.2
006208 富邦台50	20220429	74.2442	5840.14
006208 富邦台50	20220503	73.7377	3475.79
0050 元大台灣50	20220503	127.964	7021.55
0050 元大台灣50	20220504	127.767	10324.8
006208 富邦台50	20220504	73.7382	2397.01
0050 元大台灣50	20220505	129.351	6508.49
006208 富邦台50	20220505	74.51	1943.95
006208 富邦台50	20220506	72.8272	6002.01
0050 元大台灣50	20220506	126.241	18804
0050 元大台灣50	20220509	124.762	14256.4
006208 富邦台50	20220509	71.8775	4692.98
006208 富邦台50	20220510	70.8694	5586.24
0050 元大台灣50	20220510	122.87	14865.2
0050 元大台灣50	20220511	123.849	8458.09
006208 富邦台50	20220511	71.4116	2149.2
006208 富邦台50	20220512	70.3575	6138.87
0050 元大台灣50	20220512	122.146	13693.5
0050 元大台灣50	20220513	122.062	7332.12
006208 富邦台50	20220513	70.3496	2109.66
006208 富邦台50	20220516	71.0074	3611.41
0050 元大台灣50	20220516	123.272	6085.86
006208 富邦台50	20220517	71.4225	1587.95
0050 元大台灣50	20220517	124.088	4399.42
006208 富邦台50	20220518	72.3421	2349.87
0050 元大台灣50	20220518	125.63	6600.38
006208 富邦台50	20220519	70.9813	2949.15
0050 元大台灣50	20220519	123.154	7894.71
0050 元大台灣50	20220520	124.427	3867.23
006208 富邦台50	20220520	71.7868	1102.96
006208 富邦台50	20220523	72.0535	1446.63
0050 元大台灣50	20220523	125.119	2859.33
0050 元大台灣50	20220524	124.015	5469.91
006208 富邦台50	20220524	71.5204	1385.24
006208 富邦台50	20220525	71.5246	1118.54
0050 元大台灣50	20220525	124.153	2724.74
0050 元大台灣50	20220526	123.575	6240.38
006208 富邦台50	20220526	71.1962	3232.22
006208 富邦台50	20220527	72.0957	1302.68
0050 元大台灣50	20220527	125.345	11895.8
0050 元大台灣50	20220530	127.78	14840.7
006208 富邦台50	20220530	73.5467	1796.28
006208 富邦台50	20220531	73.9562	1998.61
0050 元大台灣50	20220531	128.679	7233.05
006208 富邦台50	20220601	74.6333	2944.3
0050 元大台灣50	20220601	129.627	6730.12
0050 元大台灣50	20220602	127.929	4721.92
006208 富邦台50	20220602	73.7464	1727.85
006208 富邦台50	20220606	73.9981	3057.49
0050 元大台灣50	20220606	128.36	4292.36
0050 元大台灣50	20220607	127.284	5160.24
006208 富邦台50	20220607	73.3739	2132.95
006208 富邦台50	20220608	74.3491	1444.47
0050 元大台灣50	20220608	128.772	4110.31
006208 富邦台50	20220609	73.972	802.216
0050 元大台灣50	20220609	128.198	2056.8
0050 元大台灣50	20220610	126.931	4616.55
006208 富邦台50	20220610	73.2296	1579.52
0050 元大台灣50	20220613	123.681	18437.1
006208 富邦台50	20220613	71.4065	4192.49
0050 元大台灣50	20220614	122.628	12474.6
006208 富邦台50	20220614	70.7479	3282.56
0050 元大台灣50	20220615	123.045	9373.13
006208 富邦台50	20220615	70.9292	2724.75
006208 富邦台50	20220616	71.3086	4025.82
0050 元大台灣50	20220616	123.526	13116.1
0050 元大台灣50	20220617	120.856	21263.7
006208 富邦台50	20220617	69.7204	5578.33
0050 元大台灣50	20220620	120.037	11621.6
006208 富邦台50	20220620	69.2587	5585.97
0050 元大台灣50	20220621	121.349	6691.76
006208 富邦台50	20220621	69.8174	1913.64
006208 富邦台50	20220622	69.1345	3929.97
0050 元大台灣50	20220622	119.894	16172.6
006208 富邦台50	20220623	68.0446	5727.73
0050 元大台灣50	20220623	118.21	18053.6
006208 富邦台50	20220624	68.2684	1835.33
0050 元大台灣50	20220624	118.64	11166.6
0050 元大台灣50	20220627	121.095	16926.7
006208 富邦台50	20220627	69.7209	3315.95
0050 元大台灣50	20220628	119.726	11140
006208 富邦台50	20220628	68.9636	1544.76
0050 元大台灣50	20220629	118.885	6670.68
006208 富邦台50	20220629	68.4719	2329.55
0050 元大台灣50	20220630	116.196	22064.8
006208 富邦台50	20220630	67.0332	5897.56
006208 富邦台50	20220701	65.2593	9915.38
0050 元大台灣50	20220701	113.041	36878.8
006208 富邦台50	20220704	63.9827	6544.41
0050 元大台灣50	20220704	110.897	27456.5
006208 富邦台50	20220705	63.9086	6092.09
0050 元大台灣50	20220705	110.705	17050.9
006208 富邦台50	20220706	63.4451	5358.43
0050 元大台灣50	20220706	109.55	16720.2
006208 富邦台50	20220707	64.2529	2487.79
0050 元大台灣50	20220707	110.856	13797.3
0050 元大台灣50	20220708	113.242	10632.3
006208 富邦台50	20220708	65.5856	2989.65
006208 富邦台50	20220711	65.2505	2063.65
0050 元大台灣50	20220711	112.666	8031.81
006208 富邦台50	20220712	63.6424	3055.45
0050 元大台灣50	20220712	109.81	12036.5
006208 富邦台50	20220713	65.5352	4589.02
0050 元大台灣50	20220713	113.197	25339.9
0050 元大台灣50	20220714	113.363	15117.7
006208 富邦台50	20220714	65.605	4001.66
0050 元大台灣50	20220715	114.875	19084.7
006208 富邦台50	20220715	66.5046	4256.27
006208 富邦台50	20220718	65.8737	5565.48
0050 元大台灣50	20220718	114.352	22677.3
006208 富邦台50	20220719	65.711	2693.82
0050 元大台灣50	20220719	114.249	13479.4
0050 元大台灣50	20220720	115.528	17257
006208 富邦台50	20220720	66.5054	2557.85
006208 富邦台50	20220721	66.5212	1687.94
0050 元大台灣50	20220721	115.712	9016.5
006208 富邦台50	20220722	67.1175	2155.69
0050 元大台灣50	20220722	116.67	15904.8
0050 元大台灣50	20220725	116.551	10845.2
006208 富邦台50	20220725	67.0894	2105.88
0050 元大台灣50	20220726	115.774	13077.2
006208 富邦台50	20220726	66.6901	3777.25
006208 富邦台50	20220727	66.6465	1555.92
0050 元大台灣50	20220727	115.903	8102.63
006208 富邦台50	20220728	67.5603	2309.45
0050 元大台灣50	20220728	117.412	8557.89
0050 元大台灣50	20220729	118.115	8291.61
006208 富邦台50	20220729	67.9066	2269.43
0050 元大台灣50	20220801	117.639	9841.47
006208 富邦台50	20220801	67.6197	2419.08
0050 元大台灣50	20220802	115.541	18600.5
006208 富邦台50	20220802	66.5119	5096.25
0050 元大台灣50	20220803	115.958	8100.06
006208 富邦台50	20220803	66.7433	2222.83
006208 富邦台50	20220804	66.8611	2542.2
0050 元大台灣50	20220804	116.221	7108.34
006208 富邦台50	20220805	68.4354	2427.19
0050 元大台灣50	20220805	118.824	9625.54
0050 元大台灣50	20220808	118.928	8966.01
006208 富邦台50	20220808	68.4983	3561.98
0050 元大台灣50	20220809	118.726	8186.88
006208 富邦台50	20220809	68.2811	2954.75
006208 富邦台50	20220810	67.8599	2291.84
0050 元大台灣50	20220810	117.924	7796.65
006208 富邦台50	20220811	69.0994	2711.12
0050 元大台灣50	20220811	119.971	10957.4
0050 元大台灣50	20220812	120.724	8598.36
006208 富邦台50	20220812	69.4885	2171.59
0050 元大台灣50	20220815	121.782	9837.5
006208 富邦台50	20220815	70.0701	2858.91
006208 富邦台50	20220816	70.303	3227.73
0050 元大台灣50	20220816	122.13	10114.3
006208 富邦台50	20220817	70.2675	1711.9
0050 元大台灣50	20220817	122.075	14115.4
0050 元大台灣50	20220818	121.262	5637.82
006208 富邦台50	20220818	69.8281	2611.46
006208 富邦台50	20220819	69.934	1707.61
0050 元大台灣50	20220819	121.409	4315.58
0050 元大台灣50	20220822	119.967	8972.76
006208 富邦台50	20220822	69.1001	3740.08
0050 元大台灣50	20220823	118.496	11095.7
006208 富邦台50	20220823	68.2355	3831.32
006208 富邦台50	20220824	68.0371	2648.58
0050 元大台灣50	20220824	118.091	7558.75
0050 元大台灣50	20220825	118.993	5143.12
006208 富邦台50	20220825	68.4549	1613.52
0050 元大台灣50	20220826	119.84	10173.7
006208 富邦台50	20220826	69.029	3490.08
0050 元大台灣50	20220829	116.41	17248.9
006208 富邦台50	20220829	67.0929	7201.93
0050 元大台灣50	20220830	116.548	12722.1
006208 富邦台50	20220830	67.1717	4586
0050 元大台灣50	20220831	116.655	7324.8
006208 富邦台50	20220831	67.2198	2633.27
0050 元大台灣50	20220901	115.182	23181.9
006208 富邦台50	20220901	66.359	7517.51
0050 元大台灣50	20220902	114.352	15351.8
006208 富邦台50	20220902	65.924	5374.69
0050 元大台灣50	20220905	114.111	9508.22
006208 富邦台50	20220905	65.748	3403.83
0050 元大台灣50	20220906	114.726	6757.65
006208 富邦台50	20220906	66.0396	3599.17
0050 元大台灣50	20220907	112.449	17431.5
006208 富邦台50	20220907	64.8073	6473.57
006208 富邦台50	20220908	64.8892	2871.17
0050 元大台灣50	20220908	112.695	7535.49
0050 元大台灣50	20220912	115.327	7850.9
006208 富邦台50	20220912	66.3204	2426.39
006208 富邦台50	20220913	66.7386	2196.18
0050 元大台灣50	20220913	116.079	4768.52
0050 元大台灣50	20220914	113.456	11875.7
006208 富邦台50	20220914	65.3508	3624.67
0050 元大台灣50	20220915	113.677	4051.46
006208 富邦台50	20220915	65.4508	2249.63
0050 元大台灣50	20220916	112.484	13858.2
006208 富邦台50	20220916	64.8411	4984.15
0050 元大台灣50	20220919	112.203	7705.47
006208 富邦台50	20220919	64.5869	3656.19
006208 富邦台50	20220920	64.8556	1939.72
0050 元大台灣50	20220920	112.587	5999.75
006208 富邦台50	20220921	64.5713	2936.74
0050 元大台灣50	20220921	112.15	11672.2
0050 元大台灣50	20220922	110.13	16093.8
006208 富邦台50	20220922	63.4381	6071.02
0050 元大台灣50	20220923	109.837	15827
006208 富邦台50	20220923	63.2082	6443.44
0050 元大台灣50	20220926	107.487	21805
006208 富邦台50	20220926	61.8925	10820
006208 富邦台50	20220927	61.7674	4149.38
0050 元大台灣50	20220927	107.481	9580.15
006208 富邦台50	20220928	60.7836	7657.27
0050 元大台灣50	20220928	105.858	20345.6
